Date,AveragePrice,Total_Volume,4046,4225,4770,Total_Bags,type,region
2020-06-21,1.62,83027.83,29059.74,29059.74,4151.39,20756.96,organic,MidSouth
2020-06-21,1.28,2696598.51,943809.48,943809.48,134829.93,674149.63,conventional,SouthCentral
2020-06-21,1.67,151353.82,52973.84,52973.84,7567.69,37838.45,organic,SouthCentral
2020-06-28,1.12,2831646.78,991076.37,991076.37,141582.34,707911.69,conventional,California
2020-06-28,1.61,123024.45,43058.56,43058.56,6151.22,30756.11,organic,California
2020-06-28,1.14,2708473.84,947965.84,947965.84,135423.69,677118.46,conventional,West
2020-06-28,1.59,145600.3,50960.11,50960.11,7280.02,36400.08,organic,West
2020-06-28,1.08,2406121.8,842142.63,842142.63,120306.09,601530.45,conventional,Northeast
2020-06-28,1.97,89459.9,31310.97,31310.97,4473.0,22364.98,organic,Northeast
2020-06-28,0.91,2682945.43,939030.9,939030.9,134147.27,670736.36,conventional,Southeast
2020-06-28,1.38,112401.71,39340.6,39340.6,5620.09,28100.43,organic,Southeast
2020-06-28,0.84,2968912.83,1039119.49,1039119.49,148445.64,742228.21,conventional,Great_Lakes
2020-06-28,1.48,107418.46,37596.46,37596.46,5370.92,26854.62,organic,Great_Lakes
2020-06-28,0.99,2045247.8,715836.73,715836.73,102262.39,511311.95,conventional,MidSouth
2020-06-28,1.59,92933.15,32526.6,32526.6,4646.66,23233.29,organic,MidSouth
2020-06-28,1.29,2707939.08,947778.68,947778.68,135396.95,676984.77,conventional,SouthCentral
2020-06-28,1.6,168574.46,59001.06,59001.06,8428.72,42143.62,organic,SouthCentral
2020-07-05,0.99,2496807.98,873882.79,873882.79,124840.4,624202.0,conventional,California
2020-07-05,1.64,132739.29,46458.75,46458.75,6636.96,33184.82,organic,California
2020-07-05,1.13,2504317.8,876511.23,876511.23,125215.89,626079.45,conventional,West
2020-07-05,1.43,151624.49,53068.57,53068.57,7581.22,37906.12,organic,West
2020-07-05,1.25,2097079.41,733977.79,733977.79,104853.97,524269.85,conventional,Northeast
2020-07-05,1.56,99504.77,34826.67,34826.67,4975.24,24876.19,organic,Northeast
2020-07-05,1.02,2269235.81,794232.53,794232.53,113461.79,567308.95,conventional,Southeast
2020-07-05,1.49,90606.54,31712.29,31712.29,4530.33,22651.63,organic,Southeast
2020-07-05,1.11,1878728.86,657555.1,657555.1,93936.44,469682.21,conventional,Great_Lakes
2020-07-05,1.57,94654.24,33128.99,33128.99,4732.71,23663.56,organic,Great_Lakes
2020-07-05,1.16,1505112.99,526789.55,526789.55,75255.65,376278.25,conventional,MidSouth
2020-07-05,1.68,61691.47,21592.01,21592.01,3084.57,15422.87,organic,MidSouth
2020-07-05,1.16,2720337.44,952118.1,952118.1,136016.87,680084.36,conventional,SouthCentral
2020-07-05,1.42,168278.59,58897.51,58897.51,8413.93,42069.65,organic,SouthCentral
2020-07-12,1.06,2593094.34,907583.02,907583.02,129654.72,648273.59,conventional,California
2020-07-12,1.82,98805.48,34581.92,34581.92,4940.27,24701.37,organic,California
2020-07-12,1.15,2405506.75,841927.36,841927.36,120275.34,601376.69,conventional,West
2020-07-12,1.79,105591.81,36957.13,36957.13,5279.59,26397.95,organic,West
2020-07-12,1.09,2186828.06,765389.82,765389.82,109341.4,546707.02,conventional,Northeast
2020-07-12,1.34,135780.38,47523.13,47523.13,6789.02,33945.1,organic,Northeast
2020-07-12,1.14,2145866.5,751053.28,751053.28,107293.33,536466.63,conventional,Southeast
2020-07-12,1.7,95053.12,33268.59,33268.59,4752.66,23763.28,organic,Southeast
2020-07-12,1.08,2207924.41,772773.54,772773.54,110396.22,551981.1,conventional,Great_Lakes
2020-07-12,1.57,97518.99,34131.65,34131.65,4875.95,24379.75,organic,Great_Lakes
2020-07-12,1.0,1875456.06,656409.62,656409.62,93772.8,468864.02,conventional,MidSouth
2020-07-12,1.35,91633.03,32071.56,32071.56,4581.65,22908.26,organic,MidSouth
2020-07-12,1.19,2487928.94,870775.13,870775.13,124396.45,621982.24,conventional,SouthCentral
2020-07-12,1.49,154597.82,54109.24,54109.24,7729.89,38649.45,organic,SouthCentral
2020-07-19,1.14,2266143.57,793150.25,793150.25,113307.18,566535.89,conventional,California
2020-07-19,1.66,135568.78,47449.07,47449.07,6778.44,33892.2,organic,California
2020-07-19,1.27,2420584.22,847204.48,847204.48,121029.21,605146.06,conventional,West
2020-07-19,1.72,107174.09,37510.93,37510.93,5358.7,26793.52,organic,West
2020-07-19,0.91,2758507.48,965477.62,965477.62,137925.37,689626.87,conventional,Northeast
2020-07-19,1.58,86664.11,30332.44,30332.44,4333.21,21666.03,organic,Northeast
2020-07-19,1.03,1892230.77,662280.77,662280.77,94611.54,473057.69,conventional,Southeast
2020-07-19,1.64,95230.91,33330.82,33330.82,4761.55,23807.73,organic,Southeast
2020-07-19,1.26,1717944.31,601280.51,601280.51,85897.22,429486.08,conventional,Great_Lakes
2020-07-19,1.51,79253.31,27738.66,27738.66,3962.67,19813.33,organic,Great_Lakes
2020-07-19,0.97,1726670.88,604334.81,604334.81,86333.54,431667.72,conventional,MidSouth
2020-07-19,1.52,77980.65,27293.23,27293.23,3899.03,19495.16,organic,MidSouth
2020-07-19,1.05,3134968.57,1097239.0,1097239.0,156748.43,783742.14,conventional,SouthCentral
2020-07-19,1.62,126309.16,44208.21,44208.21,6315.46,31577.29,organic,SouthCentral
2020-07-26,1.26,1883922.07,659372.72,659372.72,94196.1,470980.52,conventional,California
2020-07-26,1.71,98897.2,34614.02,34614.02,4944.86,24724.3,organic,California
2020-07-26,1.12,2767908.06,968767.82,968767.82,138395.4,691977.02,conventional,West
2020-07-26,1.78,90566.72,31698.35,31698.35,4528.34,22641.68,organic,West
2020-07-26,1.13,2269162.77,794206.97,794206.97,113458.14,567290.69,conventional,Northeast
2020-07-26,1.61,107632.4,37671.34,37671.34,5381.62,26908.1,organic,Northeast
2020-07-26,1.18,2181548.62,763542.02,763542.02,109077.43,545387.16,conventional,Southeast
2020-07-26,1.42,107947.29,37781.55,37781.55,5397.36,26986.82,organic,Southeast
2020-07-26,1.06,2168428.51,758949.98,758949.98,108421.43,542107.13,conventional,Great_Lakes
2020-07-26,1.41,110114.78,38540.17,38540.17,5505.74,27528.69,organic,Great_Lakes
2020-07-26,1.09,1571736.8,550107.88,550107.88,78586.84,392934.2,conventional,MidSouth
2020-07-26,1.43,82353.67,28823.78,28823.78,4117.68,20588.42,organic,MidSouth
2020-07-26,1.26,2424039.28,848413.75,848413.75,121201.96,606009.82,conventional,SouthCentral
2020-07-26,1.74,132806.01,46482.1,46482.1,6640.3,33201.5,organic,SouthCentral
2020-08-02,1.18,2037470.57,713114.7,713114.7,101873.53,509367.64,conventional,California
2020-08-02,1.72,87662.55,30681.89,30681.89,4383.13,21915.64,organic,California
2020-08-02,1.1,2189718.13,766401.35,766401.35,109485.91,547429.53,conventional,West
2020-08-02,1.79,89567.45,31348.61,31348.61,4478.37,22391.86,organic,West
2020-08-02,1.17,1846423.11,646248.09,646248.09,92321.16,461605.78,conventional,Northeast
2020-08-02,1.72,80385.82,28135.04,28135.04,4019.29,20096.46,organic,Northeast
2020-08-02,1.14,1990053.83,696518.84,696518.84,99502.69,497513.46,conventional,Southeast
2020-08-02,1.77,73822.88,25838.01,25838.01,3691.14,18455.72,organic,Southeast
2020-08-02,0.97,2744821.34,960687.47,960687.47,137241.07,686205.34,conventional,Great_Lakes
2020-08-02,1.91,67930.27,23775.59,23775.59,3396.51,16982.57,organic,Great_Lakes
2020-08-02,1.07,1575984.35,551594.52,551594.52,78799.22,393996.09,conventional,MidSouth
2020-08-02,1.57,80418.22,28146.38,28146.38,4020.91,20104.56,organic,MidSouth
2020-08-02,1.18,2334887.66,817210.68,817210.68,116744.38,583721.91,conventional,SouthCentral
2020-08-02,1.58,137304.62,48056.62,48056.62,6865.23,34326.16,organic,SouthCentral
2020-08-09,1.31,2104723.37,736653.18,736653.18,105236.17,526180.84,conventional,California
2020-08-09,1.76,86940.82,30429.29,30429.29,4347.04,21735.2,organic,California
2020-08-09,0.83,3621730.11,1267605.54,1267605.54,181086.51,905432.53,conventional,West
2020-08-09,1.65,106602.89,37311.01,37311.01,5330.14,26650.72,organic,West
2020-08-09,1.16,1829092.21,640182.27,640182.27,91454.61,457273.05,conventional,Northeast
2020-08-09,1.73,90958.75,31835.56,31835.56,4547.94,22739.69,organic,Northeast
2020-08-09,1.22,1833290.92,641651.82,641651.82,91664.55,458322.73,conventional,Southeast
2020-08-09,1.74,72734.18,25456.96,25456.96,3636.71,18183.54,organic,Southeast
2020-08-09,1.14,1780026.51,623009.28,623009.28,89001.33,445006.63,conventional,Great_Lakes
2020-08-09,1.67,85831.65,30041.08,30041.08,4291.58,21457.91,organic,Great_Lakes
2020-08-09,1.21,1611885.45,564159.91,564159.91,80594.27,402971.36,conventional,MidSouth
2020-08-09,1.98,50330.29,17615.6,17615.6,2516.51,12582.57,organic,MidSouth
2020-08-09,0.77,4689044.33,1641165.52,1641165.52,234452.22,1172261.08,conventional,SouthCentral
2020-08-09,1.57,114421.15,40047.4,40047.4,5721.06,28605.29,organic,SouthCentral
2020-08-16,1.11,2210246.94,773586.43,773586.43,110512.35,552561.73,conventional,California
2020-08-16,1.74,77721.38,27202.48,27202.48,3886.07,19430.35,organic,California
2020-08-16,1.04,2717605.5,951161.92,951161.92,135880.27,679401.37,conventional,West
2020-08-16,1.74,103171.07,36109.87,36109.87,5158.55,25792.77,organic,West
2020-08-16,1.07,2067044.5,723465.57,723465.57,103352.22,516761.12,conventional,Northeast
2020-08-16,1.57,101093.62,35382.77,35382.77,5054.68,25273.41,organic,Northeast
2020-08-16,1.3,1332139.24,466248.73,466248.73,66606.96,333034.81,conventional,Southeast
2020-08-16,1.62,74079.63,25927.87,25927.87,3703.98,18519.91,organic,Southeast
2020-08-16,0.98,2299865.04,804952.76,804952.76,114993.25,574966.26,conventional,Great_Lakes
2020-08-16,1.73,76679.72,26837.9,26837.9,3833.99,19169.93,organic,Great_Lakes
2020-08-16,1.24,1277124.66,446993.63,446993.63,63856.23,319281.16,conventional,MidSouth
2020-08-16,1.59,86801.16,30380.41,30380.41,4340.06,21700.29,organic,MidSouth
2020-08-16,1.13,2786572.36,975300.33,975300.33,139328.62,696643.09,conventional,SouthCentral
2020-08-16,1.65,95466.88,33413.41,33413.41,4773.34,23866.72,organic,SouthCentral
2020-08-23,0.95,2672848.43,935496.95,935496.95,133642.42,668212.11,conventional,California
2020-08-23,1.81,92910.83,32518.79,32518.79,4645.54,23227.71,organic,California
2020-08-23,1.24,1963499.06,687224.67,687224.67,98174.95,490874.76,conventional,West
2020-08-23,1.89,77694.38,27193.03,27193.03,3884.72,19423.6,organic,West
2020-08-23,1.17,1997738.24,699208.38,699208.38,99886.91,499434.56,conventional,Northeast
2020-08-23,1.62,107672.08,37685.23,37685.23,5383.6,26918.02,organic,Northeast
2020-08-23,1.08,1774575.31,621101.36,621101.36,88728.77,443643.83,conventional,Southeast
2020-08-23,1.65,78672.69,27535.44,27535.44,3933.63,19668.17,organic,Southeast
2020-08-23,1.49,1341604.82,469561.69,469561.69,67080.24,335401.2,conventional,Great_Lakes
2020-08-23,1.59,75072.48,26275.37,26275.37,3753.62,18768.12,organic,Great_Lakes
2020-08-23,0.96,1682770.69,588969.74,588969.74,84138.53,420692.67,conventional,MidSouth
2020-08-23,1.67,74589.5,26106.32,26106.32,3729.47,18647.37,organic,MidSouth
2020-08-23,1.26,2318451.58,811458.05,811458.05,115922.58,579612.9,conventional,SouthCentral
2020-08-23,1.6,123480.72,43218.25,43218.25,6174.04,30870.18,organic,SouthCentral
2020-08-30,1.1,2664221.58,932477.55,932477.55,133211.08,666055.39,conventional,California
2020-08-30,1.62,100254.68,35089.14,35089.14,5012.73,25063.67,organic,California
2020-08-30,0.93,3007792.31,1052727.31,1052727.31,150389.62,751948.08,conventional,West
2020-08-30,1.78,84618.57,29616.5,29616.5,4230.93,21154.64,organic,West
2020-08-30,1.07,2371606.86,830062.4,830062.4,118580.34,592901.71,conventional,Northeast
2020-08-30,1.43,126891.93,44412.17,44412.17,6344.6,31722.98,organic,Northeast
2020-08-30,1.1,1878688.83,657541.09,657541.09,93934.44,469672.21,conventional,Southeast
2020-08-30,1.48,100230.31,35080.61,35080.61,5011.52,25057.58,organic,Southeast
2020-08-30,1.4,1464969.92,512739.47,512739.47,73248.5,366242.48,conventional,Great_Lakes
2020-08-30,1.52,99831.92,34941.17,34941.17,4991.6,24957.98,organic,Great_Lakes
2020-08-30,1.12,1689033.64,591161.77,591161.77,84451.68,422258.41,conventional,MidSouth
2020-08-30,1.77,44008.83,15403.09,15403.09,2200.44,11002.21,organic,MidSouth
2020-08-30,1.05,3091512.13,1082029.25,1082029.25,154575.61,772878.03,conventional,SouthCentral
2020-08-30,1.67,101652.52,35578.38,35578.38,5082.63,25413.13,organic,SouthCentral
2020-09-06,1.09,1973345.38,690670.88,690670.88,98667.27,493336.35,conventional,California
2020-09-06,1.64,121525.68,42533.99,42533.99,6076.28,30381.42,organic,California
2020-09-06,1.23,2500763.96,875267.39,875267.39,125038.2,625190.99,conventional,West
2020-09-06,1.78,101341.84,35469.64,35469.64,5067.09,25335.46,organic,West
2020-09-06,1.35,1689703.78,591396.32,591396.32,84485.19,422425.95,conventional,Northeast
2020-09-06,1.62,102205.01,35771.75,35771.75,5110.25,25551.25,organic,Northeast
2020-09-06,1.3,1479738.88,517908.61,517908.61,73986.94,369934.72,conventional,Southeast
2020-09-06,1.54,90043.47,31515.22,31515.22,4502.17,22510.87,organic,Southeast
2020-09-06,1.23,1673357.97,585675.29,585675.29,83667.9,418339.49,conventional,Great_Lakes
2020-09-06,1.44,114772.66,40170.43,40170.43,5738.63,28693.17,organic,Great_Lakes
2020-09-06,1.09,1501448.96,525507.14,525507.14,75072.45,375362.24,conventional,MidSouth
2020-09-06,1.51,95560.44,33446.15,33446.15,4778.02,23890.11,organic,MidSouth
2020-09-06,1.17,2273736.88,795807.91,795807.91,113686.84,568434.22,conventional,SouthCentral
2020-09-06,1.78,108268.15,37893.85,37893.85,5413.41,27067.04,organic,SouthCentral
2020-09-13,1.13,2337806.19,818232.16,818232.16,116890.31,584451.55,conventional,California
2020-09-13,1.53,102991.93,36047.17,36047.17,5149.6,25747.98,organic,California
2020-09-13,0.95,2612159.91,914255.97,914255.97,130608.0,653039.98,conventional,West
2020-09-13,1.92,96295.31,33703.36,33703.36,4814.77,24073.83,organic,West
2020-09-13,1.16,2266647.83,793326.74,793326.74,113332.39,566661.96,conventional,Northeast
2020-09-13,1.63,89622.99,31368.05,31368.05,4481.15,22405.75,organic,Northeast
2020-09-13,1.16,1755841.5,614544.52,614544.52,87792.07,438960.37,conventional,Southeast
2020-09-13,1.62,92629.82,32420.44,32420.44,4631.49,23157.45,organic,Southeast
2020-09-13,1.17,1784311.16,624508.91,624508.91,89215.56,446077.79,conventional,Great_Lakes
2020-09-13,1.8,69979.17,24492.71,24492.71,3498.96,17494.79,organic,Great_Lakes
2020-09-13,1.05,1430289.9,500601.46,500601.46,71514.49,357572.47,conventional,MidSouth
2020-09-13,1.67,61819.2,21636.72,21636.72,3090.96,15454.8,organic,MidSouth
2020-09-13,1.16,2471423.08,864998.08,864998.08,123571.15,617855.77,conventional,SouthCentral
2020-09-13,2.04,71638.75,25073.56,25073.56,3581.94,17909.69,organic,SouthCentral
2020-09-20,0.95,2788427.91,975949.77,975949.77,139421.4,697106.98,conventional,California
2020-09-20,1.59,104667.96,36633.79,36633.79,5233.4,26166.99,organic,California
2020-09-20,1.21,2379168.11,832708.84,832708.84,118958.41,594792.03,conventional,West
2020-09-20,1.42,121130.73,42395.75,42395.75,6056.54,30282.68,organic,West
2020-09-20,1.19,2030492.64,710672.43,710672.43,101524.63,507623.16,conventional,Northeast
2020-09-20,1.98,75248.56,26337.0,26337.0,3762.43,18812.14,organic,Northeast
2020-09-20,1.14,1672003.28,585201.15,585201.15,83600.16,418000.82,conventional,Southeast
2020-09-20,1.57,81806.59,28632.3,28632.3,4090.33,20451.65,organic,Southeast
2020-09-20,1.22,1631567.46,571048.61,571048.61,81578.37,407891.86,conventional,Great_Lakes
2020-09-20,1.45,89348.02,31271.81,31271.81,4467.4,22337.0,organic,Great_Lakes
2020-09-20,1.24,1339287.05,468750.47,468750.47,66964.35,334821.76,conventional,MidSouth
2020-09-20,1.74,61817.06,21635.97,21635.97,3090.85,15454.27,organic,MidSouth
2020-09-20,1.31,2157767.42,755218.6,755218.6,107888.37,539441.86,conventional,SouthCentral
2020-09-20,1.59,108106.57,37837.3,37837.3,5405.33,27026.64,organic,SouthCentral
2020-09-27,1.17,1714794.76,600178.17,600178.17,85739.74,428698.69,conventional,California
2020-09-27,1.62,96709.95,33848.48,33848.48,4835.5,24177.49,organic,California
2020-09-27,1.01,2483188.06,869115.82,869115.82,124159.4,620797.02,conventional,West
2020-09-27,1.77,94446.47,33056.26,33056.26,4722.32,23611.62,organic,West
2020-09-27,1.16,2025649.91,708977.47,708977.47,101282.5,506412.48,conventional,Northeast
2020-09-27,1.66,100451.23,35157.93,35157.93,5022.56,25112.81,organic,Northeast
2020-09-27,1.16,1566850.57,548397.7,548397.7,78342.53,391712.64,conventional,Southeast
2020-09-27,1.89,67652.52,23678.38,23678.38,3382.63,16913.13,organic,Southeast
2020-09-27,1.09,1654872.2,579205.27,579205.27,82743.61,413718.05,conventional,Great_Lakes
2020-09-27,1.71,72172.34,25260.32,25260.32,3608.62,18043.09,organic,Great_Lakes
2020-09-27,1.31,1182807.79,413982.73,413982.73,59140.39,295701.95,conventional,MidSouth
2020-09-27,1.52,79031.0,27660.85,27660.85,3951.55,19757.75,organic,MidSouth
2020-09-27,1.24,2298601.61,804510.56,804510.56,114930.08,574650.4,conventional,SouthCentral
2020-09-27,1.75,102292.15,35802.25,35802.25,5114.61,25573.04,organic,SouthCentral
2020-10-04,1.17,2346189.5,821166.32,821166.32,117309.47,586547.37,conventional,California
2020-10-04,1.74,89162.62,31206.92,31206.92,4458.13,22290.66,organic,California
2020-10-04,1.29,1683933.92,589376.87,589376.87,84196.7,420983.48,conventional,West
2020-10-04,1.96,68558.64,23995.53,23995.53,3427.93,17139.66,organic,West
2020-10-04,1.09,2187114.79,765490.18,765490.18,109355.74,546778.7,conventional,Northeast
2020-10-04,1.63,103760.1,36316.04,36316.04,5188.01,25940.03,organic,Northeast
2020-10-04,1.04,2104161.83,736456.64,736456.64,105208.09,526040.46,conventional,Southeast
2020-10-04,1.56,91699.05,32094.67,32094.67,4584.95,22924.76,organic,Southeast
2020-10-04,1.14,1779104.27,622686.49,622686.49,88955.21,444776.07,conventional,Great_Lakes
2020-10-04,1.57,80891.09,28311.88,28311.88,4044.55,20222.77,organic,Great_Lakes
2020-10-04,1.18,1527983.42,534794.2,534794.2,76399.17,381995.86,conventional,MidSouth
2020-10-04,1.56,65488.11,22920.84,22920.84,3274.41,16372.03,organic,MidSouth
2020-10-04,1.21,2390125.69,836543.99,836543.99,119506.28,597531.42,conventional,SouthCentral
2020-10-04,1.77,94133.8,32946.83,32946.83,4706.69,23533.45,organic,SouthCentral
2020-10-11,0.97,2591527.94,907034.78,907034.78,129576.4,647881.99,conventional,California
2020-10-11,1.54,108936.7,38127.84,38127.84,5446.83,27234.17,organic,California
2020-10-11,1.09,2663899.59,932364.86,932364.86,133194.98,665974.9,conventional,West
2020-10-11,1.61,111021.9,38857.67,38857.67,5551.1,27755.48,organic,West
2020-10-11,1.17,2042846.27,714996.19,714996.19,102142.31,510711.57,conventional,Northeast
2020-10-11,1.65,97094.59,33983.11,33983.11,4854.73,24273.65,organic,Northeast
2020-10-11,1.07,2234487.44,782070.61,782070.61,111724.37,558621.86,conventional,Southeast
2020-10-11,1.61,74399.93,26039.97,26039.97,3720.0,18599.98,organic,Southeast
2020-10-11,1.17,1605191.34,561816.97,561816.97,80259.57,401297.84,conventional,Great_Lakes
2020-10-11,1.75,90021.81,31507.63,31507.63,4501.09,22505.45,organic,Great_Lakes
2020-10-11,1.07,1639587.11,573855.49,573855.49,81979.36,409896.78,conventional,MidSouth
2020-10-11,1.39,89215.12,31225.29,31225.29,4460.76,22303.78,organic,MidSouth
2020-10-11,1.06,2688826.88,941089.41,941089.41,134441.34,672206.72,conventional,SouthCentral
2020-10-11,1.48,144882.92,50709.02,50709.02,7244.15,36220.73,organic,SouthCentral
2020-10-18,1.25,1977180.68,692013.24,692013.24,98859.03,494295.17,conventional,California
2020-10-18,1.52,130587.39,45705.59,45705.59,6529.37,32646.85,organic,California
2020-10-18,1.07,2139738.4,748908.44,748908.44,106986.92,534934.6,conventional,West
2020-10-18,1.72,88512.63,30979.42,30979.42,4425.63,22128.16,organic,West
2020-10-18,1.25,1789948.93,626482.13,626482.13,89497.45,447487.23,conventional,Northeast
2020-10-18,1.74,97644.84,34175.69,34175.69,4882.24,24411.21,organic,Northeast
2020-10-18,1.03,2005696.37,701993.73,701993.73,100284.82,501424.09,conventional,Southeast
2020-10-18,1.64,96748.27,33861.9,33861.9,4837.41,24187.07,organic,Southeast
2020-10-18,1.08,1799930.53,629975.69,629975.69,89996.53,449982.63,conventional,Great_Lakes
2020-10-18,1.72,69800.02,24430.01,24430.01,3490.0,17450.01,organic,Great_Lakes
2020-10-18,1.17,1269598.02,444359.31,444359.31,63479.9,317399.5,conventional,MidSouth
2020-10-18,1.98,43596.58,15258.8,15258.8,2179.83,10899.14,organic,MidSouth
2020-10-18,1.12,2642650.09,924927.53,924927.53,132132.5,660662.52,conventional,SouthCentral
2020-10-18,1.94,79163.7,27707.3,27707.3,3958.19,19790.93,organic,SouthCentral
2020-10-25,1.35,1908683.95,668039.38,668039.38,95434.2,477170.99,conventional,California
2020-10-25,1.71,84439.58,29553.85,29553.85,4221.98,21109.9,organic,California
2020-10-25,1.21,2076803.14,726881.1,726881.1,103840.16,519200.78,conventional,West
2020-10-25,1.84,80985.65,28344.98,28344.98,4049.28,20246.41,organic,West
2020-10-25,1.14,1981203.29,693421.15,693421.15,99060.16,495300.82,conventional,Northeast
2020-10-25,1.5,114041.05,39914.37,39914.37,5702.05,28510.26,organic,Northeast
2020-10-25,1.2,1900790.62,665276.72,665276.72,95039.53,475197.66,conventional,Southeast
2020-10-25,1.38,119006.73,41652.35,41652.35,5950.34,29751.68,organic,Southeast
2020-10-25,1.4,1321951.73,462683.11,462683.11,66097.59,330487.93,conventional,Great_Lakes
2020-10-25,1.93,60487.15,21170.5,21170.5,3024.36,15121.79,organic,Great_Lakes
2020-10-25,1.01,1671459.47,585010.81,585010.81,83572.97,417864.87,conventional,MidSouth
2020-10-25,1.81,52694.51,18443.08,18443.08,2634.73,13173.63,organic,MidSouth
2020-10-25,1.09,2867416.15,1003595.65,1003595.65,143370.81,716854.04,conventional,SouthCentral
2020-10-25,1.65,121817.04,42635.96,42635.96,6090.85,30454.26,organic,SouthCentral
2020-11-01,1.17,2360163.72,826057.3,826057.3,118008.19,590040.93,conventional,California
2020-11-01,1.59,113843.8,39845.33,39845.33,5692.19,28460.95,organic,California
2020-11-01,1.06,3060749.89,1071262.46,1071262.46,153037.49,765187.47,conventional,West
2020-11-01,1.55,136732.1,47856.24,47856.24,6836.61,34183.03,organic,West
2020-11-01,1.13,2267706.3,793697.2,793697.2,113385.31,566926.57,conventional,Northeast
2020-11-01,1.58,94630.79,33120.78,33120.78,4731.54,23657.7,organic,Northeast
2020-11-01,0.98,2192141.57,767249.55,767249.55,109607.08,548035.39,conventional,Southeast
2020-11-01,1.6,93243.43,32635.2,32635.2,4662.17,23310.86,organic,Southeast
2020-11-01,1.25,1619114.93,566690.22,566690.22,80955.75,404778.73,conventional,Great_Lakes
2020-11-01,1.52,82225.25,28778.84,28778.84,4111.26,20556.31,organic,Great_Lakes
2020-11-01,1.2,1648750.43,577062.65,577062.65,82437.52,412187.61,conventional,MidSouth
2020-11-01,1.84,63662.67,22281.93,22281.93,3183.13,15915.67,organic,MidSouth
2020-11-01,1.21,2910603.54,1018711.24,1018711.24,145530.18,727650.88,conventional,SouthCentral
2020-11-01,1.7,124669.27,43634.24,43634.24,6233.46,31167.32,organic,SouthCentral
2020-11-08,1.12,2164843.78,757695.32,757695.32,108242.19,541210.95,conventional,California
2020-11-08,1.55,115223.69,40328.29,40328.29,5761.18,28805.92,organic,California
2020-11-08,1.16,2880604.03,1008211.41,1008211.41,144030.2,720151.01,conventional,West
2020-11-08,1.66,124324.47,43513.56,43513.56,6216.22,31081.12,organic,West
2020-11-08,1.11,2226053.26,779118.64,779118.64,111302.66,556513.32,conventional,Northeast
2020-11-08,1.45,110105.09,38536.78,38536.78,5505.25,27526.27,organic,Northeast
2020-11-08,1.2,1837166.89,643008.41,643008.41,91858.34,459291.72,conventional,Southeast
2020-11-08,1.79,78566.93,27498.43,27498.43,3928.35,19641.73,organic,Southeast
2020-11-08,1.11,2301539.05,805538.67,805538.67,115076.95,575384.76,conventional,Great_Lakes
2020-11-08,1.64,95347.78,33371.72,33371.72,4767.39,23836.94,organic,Great_Lakes
2020-11-08,1.11,1718823.01,601588.05,601588.05,85941.15,429705.75,conventional,MidSouth
2020-11-08,1.79,63143.29,22100.15,22100.15,3157.16,15785.82,organic,MidSouth
2020-11-08,0.91,3625213.61,1268824.76,1268824.76,181260.68,906303.4,conventional,SouthCentral
2020-11-08,1.83,109877.02,38456.96,38456.96,5493.85,27469.26,organic,SouthCentral
2020-11-15,1.19,1935997.7,677599.19,677599.19,96799.88,483999.42,conventional,California
2020-11-15,1.54,120814.84,42285.19,42285.19,6040.74,30203.71,organic,California
2020-11-15,1.19,2621720.47,917602.17,917602.17,131086.02,655430.12,conventional,West
2020-11-15,1.63,118690.73,41541.75,41541.75,5934.54,29672.68,organic,West
2020-11-15,1.15,2006158.07,702155.33,702155.33,100307.9,501539.52,conventional,Northeast
2020-11-15,1.31,144009.32,50403.26,50403.26,7200.47,36002.33,organic,Northeast
2020-11-15,1.17,1813769.04,634819.16,634819.16,90688.45,453442.26,conventional,Southeast
2020-11-15,1.41,118038.15,41313.35,41313.35,5901.91,29509.54,organic,Southeast
2020-11-15,1.12,2006914.62,702420.12,702420.12,100345.73,501728.66,conventional,Great_Lakes
2020-11-15,1.93,53485.79,18720.03,18720.03,2674.29,13371.45,organic,Great_Lakes
2020-11-15,1.08,1652332.77,578316.47,578316.47,82616.64,413083.19,conventional,MidSouth
2020-11-15,1.87,49209.65,17223.38,17223.38,2460.48,12302.41,organic,MidSouth
2020-11-15,1.34,2262549.12,791892.19,791892.19,113127.46,565637.28,conventional,SouthCentral
2020-11-15,1.64,121389.89,42486.46,42486.46,6069.49,30347.47,organic,SouthCentral
2020-11-22,1.11,2659506.1,930827.13,930827.13,132975.3,664876.52,conventional,California
2020-11-22,1.49,126385.23,44234.83,44234.83,6319.26,31596.31,organic,California
2020-11-22,1.11,2439976.72,853991.85,853991.85,121998.84,609994.18,conventional,West
2020-11-22,2.04,84880.46,29708.16,29708.16,4244.02,21220.12,organic,West
2020-11-22,1.21,2232305.51,781306.93,781306.93,111615.28,558076.38,conventional,Northeast
2020-11-22,1.44,143349.93,50172.47,50172.47,7167.5,35837.48,organic,Northeast
2020-11-22,0.9,2483759.14,869315.7,869315.7,124187.96,620939.78,conventional,Southeast
2020-11-22,1.58,98622.95,34518.03,34518.03,4931.15,24655.74,organic,Southeast
2020-11-22,1.17,1796623.58,628818.25,628818.25,89831.18,449155.89,conventional,Great_Lakes
2020-11-22,1.65,76111.97,26639.19,26639.19,3805.6,19027.99,organic,Great_Lakes
2020-11-22,1.0,1960031.74,686011.11,686011.11,98001.59,490007.93,conventional,MidSouth
2020-11-22,1.75,74646.64,26126.33,26126.33,3732.33,18661.66,organic,MidSouth
